A10011,Julie Glover,5778,2727,12842,153,108,10939.5,2490.104277548152,68.0,1386.45,1263.6
A10012,Kyler Hebert,6291,2695,13405,97,56,19568.25,165.78437096811408,170.0,456.3,655.2
A10013,Amirah Marquez,5957,2260,10907,84,96,23107.5,195.71766017069015,68.0,895.05,1123.2
A10021,Alannah Vazquez,5016,2419,13031,179,118,1907.1,162.33052990627837,170.0,1228.5,1380.6
A10022,Leila Wagner,5676,2699,13420,102,58,22142.25,162.33052990627837,68.0,1193.4,678.6
A10023,Sidney Burns,6098,2120,11802,129,67,9535.5,122.61135769516768,691.22,1035.45,783.9
A10031,Erick Greene,4190,3491,13924,70,62,9945.0,124.33827822608555,68.0,754.65,725.4
A10032,Carlos Ayers,5366,3437,11969,116,82,4942.08,153.69592725168863,68.0,526.5,959.4
A10033,Asher Hanson,5024,2707,14376,131,23,5468.58,573.9132564417002,170.0,438.75,269.1
A10041,Marcus Graham,6047,2371,12529,98,100,16965.0,2229.5695334503453,170.0,544.05,1170.0
A10042,Maren Ibarra,4816,3232,14122,68,107,5342.22,1103.3870912211144,695.8100000000001,351.0,1251.9
A10043,Santiago Cuevas,6215,2527,13846,53,115,12168.0,1658.0739657519293,170.0,403.65,1345.5
A10051,Kenzie Kim,6179,2835,11023,103,110,19509.75,187.31331358688954,170.0,737.1,1287.0
A10052,Savion Mullen,5451,2413,14345,151,41,21089.25,1859.7782837631353,170.0,947.7,479.7
A10053,Amy Jordan,5802,2505,13505,62,118,9828.0,61.24811482988617,68.0,526.5,1380.6
A10061,Enrique Stevenson,4774,2907,14469,72,22,4984.2,2607.7651297213556,687.3950000000001,877.5,257.4
A10062,Zaire Norton,5392,2795,14333,146,106,20270.25,86.34602654589274,68.0,596.7,1240.2
A10063,Ty Richmond,5992,2224,11235,93,64,17257.5,94.86550116508771,68.0,614.25,748.8
A10071,Rocco Burnett,3975,3079,9037,121,21,2556.45,145.291580667888,68.0,1017.9,245.7
A10072,Enrique Russell,5850,3509,15210,131,49,17082.0,1111.791437804915,170.0,895.05,573.3
A10073,Heather Barrett,4977,3006,12935,61,105,14420.25,288.1654725924926,68.0,473.85,1228.5
A10081,Margaret Osborne,6729,2991,12606,79,26,17169.75,1305.0914092323198,68.0,614.25,304.2
A10082,Erika Lopez,6290,2315,12841,176,90,22171.5,540.2958701064997,703.97,1386.45,1053.0
A10083,Amirah Harrell,4952,2813,13792,73,26,20475.0,2431.2738514615503,68.0,491.4,304.2
A10091,Ella Cline,5585,3012,12001,184,90,14976.0,132.97288088067484,170.0,1210.95,1053.0
A10092,Winston Grimes,5633,3458,12048,87,69,19773.0,1817.7565508441337,170.0,982.8,807.3
A10093,River Dickerson,4298,2541,14640,113,52,13045.5,725.1914949501046,170.0,877.5,608.4
A10101,Taryn Velazquez,4847,3590,15758,151,53,9945.0,1901.8000166821362,170.0,1351.35,620.1
A10102,Genesis Chen,5451,2598,13189,83,85,15063.75,809.2349607881064,696.575,965.25,994.5
A10103,Mara Coffey,4679,3002,15275,159,69,2275.65,262.95243284109233,170.0,824.85,807.3
A10111,Brielle Cuevas,5877,2922,12256,178,29,17667.0,725.1914949501046,68.0,1386.45,339.3
A10112,Madilyn Salinas,4912,2914,11465,168,98,4162.86,1590.8391930815276,170.0,1228.5,1146.6
A10113,Larissa Escobar,5486,3117,13485,49,59,22873.5,2179.1434539475435,68.0,456.3,690.3
A10121,Curtis Case,5907,3269,14747,130,30,11349.0,2691.8085955593574,68.0,1035.45,351.0
A10122,Rory Walton,5344,3871,11514,132,40,13074.75,1674.88265891953,170.0,754.65,468.0
A10123,Denisse Jacobson,4307,3045,14355,158,21,22317.75,2103.5043346933417,68.0,719.55,245.7
A10131,Jazlyn Pope,5438,3055,11522,164,51,18544.5,1179.0262104753167,68.0,1298.7,596.7
A10132,Beckett Parsons,5592,2612,13349,117,110,19685.25,160.60360937536052,170.0,930.15,1287.0
A10133,Cordell Lucero,6021,3545,15189,172,64,4626.18,2288.3999595369464,170.0,930.15,748.8
A10141,Ashanti Dunlap,4567,3184,15065,119,36,11524.5,1372.3261819027218,170.0,737.1,421.2
A10142,Iliana Bright,4187,3485,16237,124,70,4541.9400000000005,2187.547800531344,170.0,1123.2,819.0
A10143,Ean Walters,5879,3168,14385,174,79,9974.25,590.7219496093006,68.0,1228.5,924.3
A10151,Ada Morris,5099,2688,12995,102,37,4120.74,2506.9129707157526,68.0,526.5,432.9
A10152,Billy Warren,5874,3026,13338,187,63,9623.25,304.9741657600929,170.0,1281.15,737.1
A10153,Carly Price,5376,2770,11317,108,101,4815.72,148.5151656589355,68.0,754.65,1181.7
A10161,Jennifer Robbins,6467,3583,11270,140,36,21089.25,1649.6696191681294,170.0,1281.15,421.2
A10162,Corbin Montgomery,6879,3110,13566,156,57,22142.25,1498.3913806597252,68.0,789.75,666.9
A10163,Janiya Velez,5738,2659,16415,68,108,19129.5,1179.0262104753167,170.0,491.4,1263.6
A10171,Jadiel Cochran,4442,3168,13767,147,44,11641.5,31.34360763615907,170.0,1246.05,514.8
A10172,Kendall Campos,5064,3875,15181,53,62,1556.1,2515.3173172995525,170.0,403.65,725.4
A10173,Mckinley Bernard,5406,3011,16185,83,51,18837.0,2859.895527235362,68.0,473.85,596.7
A10181,Maribel Jacobson,5503,2500,12512,154,116,4226.04,1305.0914092323198,68.0,1246.05,1357.2
A10182,Hunter Bond,5841,3161,11981,116,84,17491.5,1943.821749601137,68.0,1281.15,982.8
A10183,Erick Riggs,4766,3241,11514,98,91,13952.25,2616.1694763051555,170.0,859.95,1064.7
A10191,Brycen Galvan,4317,1961,14057,114,40,1678.95,153.69592725168863,170.0,1070.55,468.0
A10192,Campbell Brady,5534,2721,10365,120,82,22581.0,1641.2652725843288,170.0,1035.45,959.4
A10193,Diamond Owens,5265,3034,11545,94,103,10530.0,607.5306427769009,68.0,1088.1,1205.1
A10201,Hayden Johnson,5833,2919,14071,143,29,3552.12,1624.4565794167286,170.0,1298.7,339.3
A10202,Jeffrey Obrien,5556,3150,8677,67,68,3952.26,910.0871197937091,170.0,526.5,795.6
A10203,Natalya Mueller,4825,2885,17907,114,89,9126.0,28.55750917961159,170.0,912.6,1041.3
A11011,Zoe Duffy,5687,2729,17486,153,97,13279.5,952.1088527127107,68.0,1000.35,1134.9
A11012,Kelsey Ware,5577,2443,12315,144,35,11524.5,1809.3522042603338,68.0,596.7,409.5
A11013,Ayla Fowler,6145,2704,11010,116,48,17784.0,1800.947857676533,68.0,1298.7,561.6
A11021,Luke Rubio,6542,3150,15497,129,57,9184.5,2153.930414196143,68.0,631.8,666.9
A11022,Dane Chen,5531,2400,14512,103,29,20124.0,27.860984565474727,68.0,368.55,339.3
A11023,Reese Galloway,5080,3410,11165,144,105,2889.9,742.0001881177049,68.0,1140.75,1228.5
A11031,Jonathon Jenkins,5156,2363,13521,62,109,1749.15,148.5151656589355,170.0,386.1,1275.3
A11032,Mariam Noble,5399,2752,14455,105,40,13835.25,842.8523471233074,68.0,737.1,468.0
A11033,Aarav Aguirre,3828,2563,13065,169,43,2661.75,128.4828875002883,170.0,1281.15,503.1
A11041,Maritza Sandoval,6734,2991,12611,127,42,4731.48,2742.234675062159,68.0,544.05,491.4
A11042,Emerson Duffy,5801,2560,14923,120,38,1433.25,2448.082544629151,170.0,1368.9,444.6
A11043,Tara Mueller,7127,2921,12431,138,21,9857.25,918.4914663775095,170.0,912.6,245.7
A11051,Kaitlyn Haney,4340,2911,7311,135,99,12138.75,842.8523471233074,68.0,842.4,1158.3
A11052,Tristin Hunt,4569,2460,15686,136,52,9681.75,431.03936451709626,68.0,1158.3,608.4
A11053,Zion Hart,5661,2144,14627,55,76,10559.25,1405.943568237923,68.0,544.05,889.2
A11061,Eden Roach,5304,2319,10522,67,115,21001.5,69.65246141368617,68.0,456.3,1345.5
A11062,Brian Ellis,6192,3306,12320,107,74,21060.0,167.51129149903193,68.0,1000.35,865.8
A11063,Nick Terry,6632,2605,17754,115,85,18222.75,1389.134875070322,68.0,491.4,994.5
A11071,Coleman Estes,5497,2870,15378,97,36,20328.75,1868.1826303469352,170.0,473.85,421.2
A11072,Rayne Davila,4773,3027,13171,98,69,21469.5,977.3218924641113,68.0,508.95,807.3
A11073,Macey Fischer,4839,2958,13716,131,74,14595.75,128.4828875002883,701.1650000000001,649.35,865.8
A11081,Ethen Estrada,6747,2521,15209,153,114,11817.0,1372.3261819027218,170.0,1088.1,1333.8
A11082,Asa Hayes,5369,3138,11068,178,54,14244.75,590.7219496093006,170.0,1053.0,631.8
A11083,Efrain Anthony,5823,2967,11251,102,50,22113.0,1473.1783409083248,68.0,368.55,585.0
A11091,Jade Bradley,5763,3102,12401,138,65,10559.25,2826.2781409001614,68.0,1281.15,760.5
A11092,Teresa Miranda,3770,2837,11961,102,102,4794.66,1263.069676313319,170.0,1246.05,1193.4
