A10011,Julie Glover,12684,7291,37023,111,56,10032.75,1842.9695905955346,695.3000000000001,1368.9,655.2
A10012,Kyler Hebert,13920,7488,29092,101,20,4731.48,1380.730528486522,68.0,912.6,234.0
A10013,Amirah Marquez,14364,6352,31229,104,26,11817.0,1397.5392216541227,170.0,859.95,304.2
A10021,Alannah Vazquez,12191,5428,30497,161,25,10939.5,124.33827822608555,68.0,1053.0,292.5
A10022,Leila Wagner,12978,7414,30064,139,118,15970.5,1069.7697048859138,68.0,877.5,1380.6
A10023,Sidney Burns,14169,6695,27244,137,61,13016.25,1414.3479148217227,68.0,579.15,713.7
A10031,Erick Greene,12046,7288,32125,96,31,10471.5,2515.3173172995525,170.0,368.55,362.7
A10032,Carlos Ayers,12454,8044,30094,117,100,3720.6,2254.7825732017454,170.0,1351.35,1170.0
A10033,Asher Hanson,12355,6775,29872,143,106,1538.55,2532.126010467153,170.0,982.8,1240.2
A10041,Marcus Graham,12871,7063,33688,109,98,1714.05,271.356779424892,170.0,1158.3,1146.6
A10042,Maren Ibarra,11958,6937,31876,89,48,20065.5,132.97288088067484,170.0,859.95,561.6
A10043,Santiago Cuevas,14436,6464,29589,173,88,20855.25,107.06907291690699,170.0,1140.75,1029.6
A10051,Kenzie Kim,12719,7227,33866,167,21,1240.2,1305.0914092323198,690.71,877.5,245.7
A10052,Savion Mullen,12992,6679,38164,173,28,16116.75,246.14373967349138,170.0,1158.3,327.6
A10053,Amy Jordan,13609,6235,32638,136,40,11495.25,1195.8349036429172,68.0,386.1,468.0
A10061,Enrique Stevenson,12253,7325,35189,109,45,17316.0,1784.1391645089332,694.0250000000001,947.7,526.5
A10062,Zaire Norton,13603,5571,34996,85,93,2082.6,952.1088527127107,170.0,930.15,1088.1
A10063,Ty Richmond,12902,6334,31478,42,33,12870.0,2439.6781980453507,170.0,351.0,386.1
A10071,Rocco Burnett,11385,6759,24640,143,80,19977.75,1985.8434825201387,170.0,982.8,936.0
A10072,Enrique Russell,13048,6596,29893,100,53,19217.25,1590.8391930815276,170.0,877.5,620.1
A10073,Heather Barrett,13158,6996,32560,82,79,3931.2,2103.5043346933417,170.0,649.35,924.3
A10081,Margaret Osborne,15647,7744,34294,133,115,14274.0,2187.547800531344,68.0,789.75,1345.5
