A10011,Julie Glover,9334,4967,25599,86,77,3720.6,78.05680799748679,170.0,1140.75,900.9
A10012,Kyler Hebert,10140,5226,21825,57,42,16321.5,2179.1434539475435,68.0,421.2,491.4
A10013,Amirah Marquez,10905,4327,18904,84,83,21089.25,2279.9956129531465,170.0,1035.45,971.1
A10021,Alannah Vazquez,8411,3968,21330,87,95,9623.25,160.60360937536052,688.1600000000001,982.8,1111.5
A10022,Leila Wagner,9012,4718,20731,159,75,4499.82,1700.0956986709307,696.32,859.95,877.5
A10023,Sidney Burns,9712,4235,19228,118,94,21060.0,1296.6870626485195,68.0,1351.35,1099.8
A10031,Erick Greene,8478,5366,20619,131,100,22785.75,1204.2392502267173,170.0,544.05,1170.0
A10032,Carlos Ayers,9021,5607,20415,97,61,13893.75,1187.4305570591168,68.0,368.55,713.7
A10033,Asher Hanson,9012,4366,19817,108,84,4226.04,136.8872340840883,170.0,702.0,982.8
A10041,Marcus Graham,9696,4760,23245,125,52,1749.15,29.950558407885328,170.0,1193.4,608.4
A10042,Maren Ibarra,8314,5016,22398,102,99,4520.88,330.18720551149414,68.0,982.8,1158.3
A10043,Santiago Cuevas,10343,4680,20938,95,52,23224.5,834.4480005395073,68.0,702.0,608.4
A10051,Kenzie Kim,9664,4688,21686,127,42,2170.35,2624.5738228889554,170.0,561.6,491.4
A10052,Savion Mullen,9157,4423,25249,162,48,18076.5,2523.721663883353,68.0,1070.55,561.6
A10053,Amy Jordan,9857,4355,23915,67,90,3510.0,1683.2870055033306,68.0,719.55,1053.0
A10061,Enrique Stevenson,7950,5026,23107,146,68,11729.25,1078.1740514697137,170.0,1158.3,795.6
A10062,Zaire Norton,9964,4124,22963,136,102,22434.75,1649.6696191681294,170.0,508.95,1193.4
A10063,Ty Richmond,9417,4325,20380,80,43,5321.16,2515.3173172995525,170.0,596.7,503.1
A10071,Rocco Burnett,7460,4773,16989,148,38,13045.5,2725.4259818945584,68.0,1070.55,444.6
A10072,Enrique Russell,9885,4914,21467,158,75,1591.2,481.4654440198978,68.0,754.65,877.5
A10073,Heather Barrett,8957,4877,19585,181,111,23078.25,52.843768246086476,68.0,1140.75,1298.7
A10081,Margaret Osborne,10904,5505,22996,153,27,16029.0,2851.491180651562,170.0,1088.1,315.9
A10082,Erika Lopez,10341,4105,22247,61,72,10062.0,523.4871769388984,170.0,438.75,842.4
A10083,Amirah Harrell,8392,4945,22245,161,61,12460.5,1901.8000166821362,170.0,982.8,713.7
A10091,Ella Cline,9046,4894,21060,53,29,15824.25,2036.26956202294,68.0,351.0,339.3
A10092,Winston Grimes,10645,5760,19393,116,33,21294.0,2464.8912377967513,68.0,1281.15,386.1
A10093,River Dickerson,8562,4872,22526,152,53,13630.5,2380.847771958749,170.0,772.2,620.1
A10101,Taryn Velazquez,8533,5695,24716,110,115,20358.0,1927.0130564335368,170.0,1228.5,1345.5
A10102,Genesis Chen,8220,4113,21358,132,118,5152.68,1481.5826874921247,170.0,719.55,1380.6
A10103,Mara Coffey,8599,4686,25086,153,29,16906.5,952.1088527127107,170.0,1298.7,339.3
A10111,Brielle Cuevas,9819,5035,21786,114,80,21147.75,1111.791437804915,170.0,491.4,936.0
A10112,Madilyn Salinas,8082,4632,21301,143,62,2380.95,160.60360937536052,170.0,596.7,725.4
A10113,Larissa Escobar,8793,4611,20210,93,46,16672.5,599.1262961931009,170.0,842.4,538.2
A10121,Curtis Case,9126,4812,24372,69,91,5089.5,1027.7479719669125,68.0,456.3,1064.7
A10122,Rory Walton,8575,5680,21490,80,98,17403.75,1372.3261819027218,68.0,614.25,1146.6
A10123,Denisse Jacobson,7463,4679,25738,57,51,5363.28,117.43059610241414,170.0,614.25,596.7
A10131,Jazlyn Pope,8570,4724,22413,158,81,9126.0,304.9741657600929,170.0,877.5,947.7
A10132,Beckett Parsons,8815,4754,18323,134,47,2644.2,859.6610402909082,68.0,596.7,549.9
A10133,Cordell Lucero,8640,5361,22774,130,76,11115.0,1094.9827446373145,68.0,1175.85,889.2
A10141,Ashanti Dunlap,7464,5693,22043,49,63,2819.7,1809.3522042603338,170.0,351.0,737.1
A10142,Iliana Bright,7736,5737,27303,152,38,4036.5,2439.6781980453507,170.0,1281.15,444.6
A10143,Ean Walters,10840,5081,24404,137,69,22873.5,2263.186919785546,170.0,1298.7,807.3
A10151,Ada Morris,8259,4003,21985,111,30,11378.25,397.4219781818954,170.0,965.25,351.0
A10152,Billy Warren,10055,4608,21742,71,55,23107.5,1431.1566079893232,170.0,719.55,643.5
A10153,Carly Price,10048,5396,22247,156,52,23136.75,1750.521778173732,170.0,1158.3,608.4
A10161,Jennifer Robbins,10194,4503,20068,96,76,2714.4,150.24208618985338,68.0,859.95,889.2
A10162,Corbin Montgomery,10706,5355,21253,127,44,13074.75,2380.847771958749,68.0,368.55,514.8
A10163,Janiya Velez,10340,4643,26833,52,56,18603.0,108.79599344782486,170.0,368.55,655.2
A10171,Jadiel Cochran,9291,5038,23678,132,115,16292.25,1338.708795567521,68.0,666.9,1345.5
A10172,Kendall Campos,8749,6068,24432,103,109,5047.38,120.07854091648862,170.0,1105.65,1275.3
A10173,Mckinley Bernard,8709,5371,24462,183,36,1380.6,2616.1694763051555,170.0,1298.7,421.2
A10181,Maribel Jacobson,9260,4036,21531,125,71,22785.75,122.61135769516768,170.0,965.25,830.7
A10182,Hunter Bond,10018,5228,20323,168,43,22493.25,1221.0479433943176,170.0,1368.9,503.1
A10183,Erick Riggs,7373,5311,20754,152,99,1170.0,1758.9261247575325,68.0,1246.05,1158.3
A10191,Brycen Galvan,7121,4053,21835,104,96,14361.75,1532.0087669949264,68.0,1351.35,1123.2
A10192,Campbell Brady,9444,4297,16773,146,48,12489.75,346.9958986790941,170.0,1017.9,561.6
A10193,Diamond Owens,9037,5047,17978,177,78,1257.75,2120.3130278609424,170.0,1175.85,912.6
A10201,Hayden Johnson,10435,4862,21587,126,79,14449.5,108.79599344782486,170.0,1298.7,924.3
A10202,Jeffrey Obrien,8091,4688,18069,185,35,11436.75,1204.2392502267173,68.0,1281.15,409.5
A10203,Natalya Mueller,8758,4595,25551,125,46,4352.4,2817.8737943163615,170.0,982.8,538.2
A11011,Zoe Duffy,8951,4618,25606,118,29,15327.0,1792.543511092733,68.0,895.05,339.3
A11012,Kelsey Ware,9587,4323,19641,118,63,1661.4,1145.408824140116,68.0,666.9,737.1
A11013,Ayla Fowler,9889,3989,20195,157,31,5215.86,69.65246141368617,68.0,1386.45,362.7
A11021,Luke Rubio,9679,5118,24023,107,115,13045.5,2439.6781980453507,68.0,930.15,1345.5
A11022,Dane Chen,9305,4374,22585,146,58,19714.5,1263.069676313319,694.2800000000001,754.65,678.6
A11023,Reese Galloway,8953,5727,20835,94,86,4415.58,2296.804306120747,170.0,842.4,1006.2
A11031,Jonathon Jenkins,8526,4783,22953,145,34,12548.25,1716.904391838531,68.0,930.15,397.8
A11032,Mariam Noble,8577,4407,25125,154,75,10062.0,926.8958129613095,68.0,859.95,877.5
A11033,Aarav Aguirre,7329,4080,21329,111,101,10764.0,157.1497683135248,68.0,1053.0,1181.7
A11041,Maritza Sandoval,9678,5174,22743,97,98,9798.75,1733.7130850061312,170.0,491.4,1146.6
A11042,Emerson Duffy,9994,4592,23752,120,104,20416.5,2616.1694763051555,68.0,1035.45,1216.8
A11043,Tara Mueller,10308,5273,19443,99,69,2521.35,1632.8609260005287,170.0,1228.5,807.3
A11051,Kaitlyn Haney,8163,4739,17717,178,110,19597.5,2389.2521185425494,68.0,1035.45,1287.0
